latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
6.7838316,-5.303009,212.0,0,GMT,GMT

time,temperature_2m (°C),rain (mm),wind_speed_10m (km/h),soil_temperature_0_to_7cm (°C),soil_moisture_7_to_28cm (m³/m³),relative_humidity_2m (%),soil_moisture_0_to_7cm (m³/m³)
2024-05-22T07:00,25.4,0.00,10.7,27.1,0.438,88,0.428
2024-05-22T08:00,26.4,0.10,10.9,27.2,0.438,84,0.429
2024-05-22T09:00,27.8,0.10,8.8,27.5,0.438,77,0.429
2024-05-22T10:00,28.5,0.20,6.4,28.0,0.437,74,0.430
2024-05-22T11:00,30.4,0.10,5.2,28.9,0.437,67,0.429
2024-05-22T12:00,31.7,0.00,5.6,29.8,0.436,63,0.428
2024-05-22T13:00,31.9,0.10,5.4,30.4,0.437,61,0.430
2024-05-22T14:00,32.8,0.00,6.1,31.0,0.436,57,0.428
2024-05-22T15:00,33.3,0.00,5.8,31.5,0.435,54,0.427
2024-05-22T16:00,33.2,0.00,6.6,31.6,0.434,53,0.425
2024-05-22T17:00,29.8,1.20,10.7,31.2,0.434,68,0.433
2024-05-22T18:00,24.7,3.50,4.8,29.0,0.434,92,0.475
2024-05-22T19:00,24.8,0.10,7.9,27.8,0.435,93,0.474
2024-05-22T20:00,24.8,0.10,12.6,27.0,0.435,94,0.473
2024-05-22T21:00,23.4,6.50,10.0,26.2,0.446,100,0.503
2024-05-22T22:00,23.8,0.30,9.6,25.8,0.448,100,0.499
2024-05-22T23:00,23.9,0.10,2.2,25.6,0.449,100,0.496
2024-05-23T00:00,23.6,0.10,4.4,25.4,0.450,100,0.492
2024-05-23T01:00,24.4,0.00,6.2,26.8,0.435,91,0.434
2024-05-23T02:00,24.5,0.00,6.8,26.7,0.435,91,0.434
2024-05-23T03:00,24.8,0.00,6.4,26.6,0.435,91,0.434
2024-05-23T04:00,24.9,0.00,5.9,26.5,0.435,92,0.434
2024-05-23T05:00,24.7,0.00,7.6,26.5,0.435,93,0.434
2024-05-23T06:00,24.6,0.00,6.3,26.4,0.435,94,0.434
2024-05-23T07:00,25.1,0.10,6.9,26.4,0.435,91,0.435
2024-05-23T08:00,25.6,0.10,6.9,26.5,0.435,87,0.435
2024-05-23T09:00,26.6,0.10,7.1,26.7,0.435,82,0.435
2024-05-23T10:00,28.0,0.10,5.0,27.2,0.434,75,0.435
2024-05-23T11:00,29.0,0.00,4.0,27.9,0.434,71,0.434
2024-05-23T12:00,30.5,0.00,3.3,28.7,0.433,65,0.433
2024-05-23T13:00,29.4,0.00,5.6,28.5,0.434,67,0.434
2024-05-23T14:00,29.6,0.00,5.9,28.9,0.433,66,0.433
2024-05-23T15:00,30.6,0.00,6.2,29.4,0.433,63,0.431
2024-05-23T16:00,30.1,0.00,6.6,29.5,0.432,64,0.430
2024-05-23T17:00,29.9,0.00,5.4,29.5,0.432,66,0.429
2024-05-23T18:00,28.6,0.00,9.0,29.2,0.432,70,0.429
2024-05-23T19:00,27.8,0.00,9.1,28.9,0.432,71,0.429
2024-05-23T20:00,27.0,0.00,6.9,28.5,0.432,76,0.429
2024-05-23T21:00,26.6,0.00,6.5,28.1,0.431,79,0.429
2024-05-23T22:00,26.2,0.00,6.9,27.8,0.431,82,0.429
2024-05-23T23:00,25.8,0.00,6.8,27.5,0.431,85,0.429
2024-05-24T00:00,25.1,0.00,6.8,27.1,0.431,89,0.429
2024-05-24T01:00,24.5,0.00,6.5,27.3,0.429,91,0.424
2024-05-24T02:00,24.2,0.00,6.6,26.9,0.429,92,0.424
2024-05-24T03:00,23.9,0.00,6.7,26.5,0.429,94,0.424
2024-05-24T04:00,23.6,0.00,6.4,26.1,0.429,96,0.424
2024-05-24T05:00,23.4,0.00,6.9,25.9,0.429,98,0.424
2024-05-24T06:00,23.3,0.00,6.2,25.6,0.429,98,0.424
2024-05-24T07:00,24.2,0.00,7.0,25.6,0.429,94,0.424
2024-05-24T08:00,25.9,0.00,7.9,26.0,0.428,85,0.423
2024-05-24T09:00,27.9,0.00,7.1,26.8,0.428,74,0.423
2024-05-24T10:00,29.8,0.00,5.6,27.6,0.427,65,0.421
2024-05-24T11:00,31.3,0.00,3.9,28.6,0.427,58,0.420
2024-05-24T12:00,32.5,0.00,4.6,29.6,0.426,54,0.418
2024-05-24T13:00,32.2,0.00,4.2,30.2,0.427,52,0.422
2024-05-24T14:00,33.2,0.00,4.3,30.9,0.427,49,0.420
2024-05-24T15:00,33.5,0.00,5.1,31.4,0.426,49,0.419
2024-05-24T16:00,33.0,0.00,5.2,31.5,0.425,50,0.418
2024-05-24T17:00,32.3,0.00,4.5,31.4,0.425,53,0.417
2024-05-24T18:00,31.1,0.00,4.0,30.9,0.425,62,0.416
2024-05-24T19:00,29.3,0.00,4.6,29.9,0.424,67,0.416
2024-05-24T20:00,28.8,0.00,7.0,29.1,0.424,64,0.416
2024-05-24T21:00,27.9,0.00,9.0,28.6,0.424,67,0.416
2024-05-24T22:00,26.8,0.00,10.8,28.3,0.424,75,0.416
2024-05-24T23:00,26.0,0.00,10.4,28.0,0.424,82,0.416
2024-05-25T00:00,25.5,0.00,10.1,27.6,0.424,87,0.416
2024-05-25T01:00,25.2,0.00,9.5,27.9,0.424,89,0.414
2024-05-25T02:00,24.9,0.00,8.9,27.5,0.423,91,0.414
2024-05-25T03:00,24.5,0.00,8.8,27.1,0.423,93,0.414
2024-05-25T04:00,24.2,0.00,7.6,26.8,0.423,94,0.414
2024-05-25T05:00,24.0,0.00,8.7,26.5,0.423,95,0.414
2024-05-25T06:00,24.0,0.00,8.9,26.3,0.423,96,0.414
2024-05-25T07:00,24.9,0.00,11.5,26.3,0.423,91,0.414
2024-05-25T08:00,26.4,0.00,13.2,26.6,0.423,81,0.414
2024-05-25T09:00,28.2,0.00,12.2,27.2,0.422,71,0.413
2024-05-25T10:00,30.1,0.00,8.9,28.1,0.422,62,0.412
2024-05-25T11:00,31.3,0.00,6.7,29.0,0.421,58,0.411
2024-05-25T12:00,32.5,0.00,3.2,29.7,0.421,53,0.410
2024-05-25T13:00,32.6,0.00,3.4,30.5,0.421,52,0.411
2024-05-25T14:00,32.6,0.00,4.5,30.8,0.421,52,0.410
2024-05-25T15:00,26.0,8.10,20.9,30.1,0.420,88,0.511
2024-05-25T16:00,25.0,1.00,5.4,28.3,0.425,100,0.506
2024-05-25T17:00,26.0,0.10,4.6,27.8,0.428,91,0.498
2024-05-25T18:00,25.7,0.00,4.0,27.4,0.430,91,0.492
2024-05-25T19:00,25.0,0.00,6.7,26.9,0.431,95,0.488
2024-05-25T20:00,24.6,0.00,7.6,26.5,0.432,96,0.485
2024-05-25T21:00,24.4,0.00,3.4,26.2,0.433,97,0.482
2024-05-25T22:00,24.2,0.00,4.6,26.0,0.433,97,0.480
2024-05-25T23:00,24.4,0.00,3.9,25.9,0.434,97,0.478
2024-05-26T00:00,24.1,0.00,3.8,25.7,0.435,98,0.476
2024-05-26T01:00,23.8,0.00,6.6,24.7,0.422,98,0.431
2024-05-26T02:00,23.5,0.00,6.0,24.8,0.422,99,0.432
2024-05-26T03:00,23.8,0.00,6.1,25.0,0.422,97,0.432
2024-05-26T04:00,23.6,0.00,6.0,25.0,0.422,97,0.431
2024-05-26T05:00,23.2,0.00,5.9,24.8,0.422,98,0.431
2024-05-26T06:00,22.7,0.00,4.0,24.6,0.422,99,0.431
2024-05-26T07:00,23.7,0.00,5.9,24.8,0.422,97,0.431
2024-05-26T08:00,25.2,0.20,7.5,25.1,0.422,87,0.432
2024-05-26T09:00,27.1,0.20,6.3,25.8,0.422,75,0.433
2024-05-26T10:00,27.7,0.20,6.9,26.5,0.421,70,0.433
2024-05-26T11:00,26.0,0.50,7.2,26.5,0.421,81,0.436
2024-05-26T12:00,24.5,1.70,7.6,26.2,0.421,100,0.451
2024-05-26T13:00,27.7,0.20,8.0,26.9,0.421,73,0.438
2024-05-26T14:00,27.1,0.20,11.5,27.0,0.421,74,0.439
2024-05-26T15:00,24.8,3.20,4.7,26.5,0.421,93,0.473
2024-05-26T16:00,25.5,0.30,4.9,26.2,0.422,92,0.473
2024-05-26T17:00,25.2,1.20,9.9,26.0,0.423,90,0.483
2024-05-26T18:00,23.9,0.60,6.7,25.5,0.424,100,0.485
2024-05-26T19:00,24.0,0.10,5.1,25.2,0.425,97,0.483
2024-05-26T20:00,23.8,0.00,3.2,25.0,0.425,98,0.480
2024-05-26T21:00,23.6,0.30,3.1,24.8,0.426,100,0.482
2024-05-26T22:00,23.6,0.80,3.3,24.7,0.427,100,0.490
2024-05-26T23:00,23.5,0.50,3.3,24.6,0.429,100,0.493
2024-05-27T00:00,23.4,0.40,3.0,24.5,0.430,100,0.493
2024-05-27T01:00,23.5,0.00,1.1,25.2,0.421,100,0.445
2024-05-27T02:00,23.0,0.00,1.9,24.7,0.421,100,0.445
2024-05-27T03:00,22.6,0.00,3.4,24.4,0.421,100,0.444
2024-05-27T04:00,23.0,0.00,2.6,24.2,0.421,100,0.444
2024-05-27T05:00,23.0,0.00,3.2,24.1,0.422,100,0.444
2024-05-27T06:00,23.0,0.00,4.6,24.0,0.422,100,0.443
2024-05-27T07:00,23.2,0.00,4.8,24.0,0.422,99,0.443
2024-05-27T08:00,24.1,0.00,5.0,24.2,0.422,92,0.443
2024-05-27T09:00,26.0,0.10,5.6,24.8,0.422,85,0.443
2024-05-27T10:00,27.5,0.10,7.4,25.5,0.422,78,0.443
2024-05-27T11:00,29.1,0.10,7.1,26.5,0.421,69,0.442
2024-05-27T12:00,30.4,0.10,5.6,27.5,0.421,63,0.441
2024-05-27T13:00,31.0,0.10,5.2,28.5,0.421,60,0.441
2024-05-27T14:00,32.0,0.00,5.0,29.2,0.420,57,0.439
2024-05-27T15:00,32.3,0.00,4.6,29.7,0.419,55,0.437
2024-05-27T16:00,32.2,0.00,4.7,30.0,0.419,55,0.435
2024-05-27T17:00,31.5,0.00,5.1,30.0,0.419,57,0.434
2024-05-27T18:00,30.4,0.00,4.4,29.5,0.419,64,0.433
2024-05-27T19:00,28.2,0.00,5.8,28.6,0.419,69,0.433
2024-05-27T20:00,27.6,0.00,7.7,27.9,0.419,65,0.433
2024-05-27T21:00,26.9,0.00,11.7,27.5,0.419,67,0.432
2024-05-27T22:00,25.9,0.00,10.4,27.2,0.419,78,0.432
2024-05-27T23:00,25.0,0.00,10.0,26.9,0.419,86,0.432
2024-05-28T00:00,24.5,0.00,8.7,26.5,0.419,89,0.432
2024-05-28T01:00,24.2,0.00,7.9,26.6,0.417,91,0.428
2024-05-28T02:00,23.9,0.00,6.6,26.2,0.417,93,0.428
2024-05-28T03:00,23.5,0.00,6.1,25.9,0.417,95,0.427
2024-05-28T04:00,23.3,0.00,6.3,25.5,0.417,96,0.427
2024-05-28T05:00,23.1,0.00,6.6,25.2,0.417,97,0.427
2024-05-28T06:00,23.0,0.00,6.9,25.0,0.417,97,0.427
2024-05-28T07:00,23.9,0.00,6.4,25.0,0.417,93,0.427
2024-05-28T08:00,25.6,0.00,6.4,25.5,0.417,85,0.426
2024-05-28T09:00,27.6,0.00,7.1,26.2,0.417,76,0.426
2024-05-28T10:00,29.9,0.00,7.1,27.2,0.416,66,0.424
2024-05-28T11:00,31.0,0.00,5.4,28.2,0.416,63,0.423
2024-05-28T12:00,32.0,0.00,3.6,29.1,0.415,59,0.421
2024-05-28T13:00,33.0,0.00,2.9,30.0,0.415,55,0.422
2024-05-28T14:00,32.9,0.00,1.1,30.5,0.415,54,0.421
2024-05-28T15:00,28.4,1.70,6.5,29.7,0.415,85,0.435
2024-05-28T16:00,30.5,0.20,4.0,29.8,0.415,70,0.436
2024-05-28T17:00,29.8,0.10,3.5,29.7,0.415,72,0.436
2024-05-28T18:00,29.0,0.00,3.3,29.3,0.414,77,0.435
2024-05-28T19:00,28.1,0.00,9.8,28.8,0.414,74,0.435
2024-05-28T20:00,27.4,0.00,9.4,28.4,0.415,77,0.435
2024-05-28T21:00,26.6,0.00,9.4,28.0,0.415,82,0.434
2024-05-28T22:00,26.0,0.00,9.0,27.6,0.415,86,0.434
2024-05-28T23:00,25.4,0.00,8.7,27.2,0.415,90,0.434
2024-05-29T00:00,25.0,0.00,8.9,27.0,0.415,92,0.434
2024-05-29T01:00,25.2,0.00,9.4,27.7,0.414,92,0.418
2024-05-29T02:00,25.0,0.00,9.3,27.3,0.414,93,0.418
2024-05-29T03:00,24.8,0.00,8.2,27.0,0.414,93,0.418
2024-05-29T04:00,24.5,0.00,8.2,26.7,0.414,93,0.418
2024-05-29T05:00,24.3,0.00,8.6,26.5,0.414,93,0.418
2024-05-29T06:00,24.1,0.00,8.0,26.2,0.413,93,0.418
2024-05-29T07:00,24.9,0.00,7.9,26.2,0.413,89,0.418
2024-05-29T08:00,26.4,0.00,10.3,26.5,0.413,81,0.417
2024-05-29T09:00,28.1,0.00,12.1,27.2,0.413,72,0.417
2024-05-29T10:00,29.5,0.00,8.4,27.9,0.413,67,0.416
2024-05-29T11:00,30.2,0.00,6.7,28.5,0.412,65,0.415
2024-05-29T12:00,30.9,0.00,5.9,29.1,0.412,63,0.414
2024-05-29T13:00,32.3,0.00,5.4,30.2,0.412,57,0.413
2024-05-29T14:00,33.2,0.00,4.0,30.8,0.411,53,0.412
2024-05-29T15:00,30.2,0.30,8.6,30.5,0.411,67,0.413
2024-05-29T16:00,30.1,0.60,3.9,30.8,0.411,67,0.416
2024-05-29T17:00,30.1,0.00,3.9,30.3,0.410,67,0.416
2024-05-29T18:00,29.4,0.00,5.2,29.9,0.410,72,0.415
2024-05-29T19:00,28.0,0.00,9.2,29.3,0.410,74,0.415
2024-05-29T20:00,27.2,0.00,5.4,28.8,0.410,79,0.415
2024-05-29T21:00,26.9,0.00,7.2,28.2,0.410,80,0.415
2024-05-29T22:00,26.6,0.00,8.6,27.9,0.410,82,0.415
2024-05-29T23:00,26.3,0.00,8.0,27.7,0.410,85,0.415
2024-05-30T00:00,25.8,0.00,9.1,27.5,0.410,88,0.415
2024-05-30T01:00,25.9,0.00,9.9,28.3,0.409,88,0.402
2024-05-30T02:00,25.5,0.00,8.7,27.8,0.409,89,0.402
2024-05-30T03:00,25.2,0.00,7.9,27.4,0.409,91,0.402
2024-05-30T04:00,24.9,0.00,7.3,27.0,0.408,93,0.402
2024-05-30T05:00,24.6,0.00,7.6,26.8,0.408,94,0.402
2024-05-30T06:00,25.0,0.00,8.4,26.6,0.408,91,0.402
2024-05-30T07:00,25.5,0.00,9.2,26.6,0.408,89,0.402
2024-05-30T08:00,26.4,0.00,10.6,26.8,0.408,83,0.402
2024-05-30T09:00,28.0,0.10,9.7,27.2,0.408,75,0.402
2024-05-30T10:00,28.9,0.10,7.8,27.8,0.408,71,0.401
2024-05-30T11:00,30.0,0.00,6.3,28.5,0.407,66,0.401
2024-05-30T12:00,31.8,0.00,4.8,29.4,0.407,61,0.400
2024-05-30T13:00,32.6,0.00,4.8,30.3,0.408,59,0.401
2024-05-30T14:00,33.2,0.00,4.8,31.0,0.407,57,0.400
2024-05-30T15:00,33.7,0.00,5.1,31.5,0.407,55,0.398
2024-05-30T16:00,33.3,0.00,2.6,31.5,0.406,55,0.397
2024-05-30T17:00,28.7,0.60,7.6,30.9,0.406,79,0.401
2024-05-30T18:00,27.6,0.10,6.7,29.8,0.406,83,0.402
2024-05-30T19:00,24.9,2.60,6.2,28.6,0.406,95,0.432
2024-05-30T20:00,25.3,0.20,7.9,27.5,0.406,93,0.433
2024-05-30T21:00,25.1,0.00,8.1,26.8,0.406,94,0.433
2024-05-30T22:00,25.0,0.00,7.6,26.3,0.406,94,0.433
2024-05-30T23:00,24.9,0.00,9.0,26.0,0.406,96,0.432
2024-05-31T00:00,24.8,0.00,8.3,25.9,0.407,97,0.432
2024-05-31T01:00,24.5,19.70,9.7,27.5,0.436,100,0.515
2024-05-31T02:00,24.2,7.50,7.6,26.7,0.460,100,0.519
2024-05-31T03:00,23.8,1.40,11.4,26.1,0.467,100,0.512
2024-05-31T04:00,23.8,0.30,9.3,25.7,0.470,98,0.506
2024-05-31T05:00,23.8,0.10,8.5,25.4,0.472,98,0.501
2024-05-31T06:00,23.8,0.10,7.7,25.2,0.472,98,0.498
2024-05-31T07:00,24.1,0.00,9.9,25.2,0.473,97,0.495
2024-05-31T08:00,24.6,0.00,10.0,25.3,0.473,96,0.493
2024-05-31T09:00,26.0,0.00,13.1,25.7,0.474,87,0.491
2024-05-31T10:00,27.5,0.00,15.0,26.3,0.473,78,0.490
2024-05-31T11:00,28.9,0.00,13.3,27.1,0.473,71,0.487
2024-05-31T12:00,30.0,0.00,12.9,28.0,0.473,66,0.485
2024-05-31T13:00,30.5,0.00,7.8,28.4,0.404,63,0.392
2024-05-31T14:00,31.6,0.00,7.6,29.2,0.404,59,0.391
2024-05-31T15:00,31.9,0.00,9.2,29.9,0.403,57,0.390
2024-05-31T16:00,26.2,3.00,6.7,29.4,0.403,85,0.421
2024-05-31T17:00,26.3,0.10,1.6,28.6,0.403,89,0.422
2024-05-31T18:00,26.5,0.00,2.5,28.1,0.403,91,0.421
2024-05-31T19:00,26.0,0.00,6.8,27.6,0.403,91,0.421
2024-05-31T20:00,25.8,0.00,6.8,27.1,0.403,89,0.421
2024-05-31T21:00,25.5,0.00,7.1,26.8,0.403,85,0.421
2024-05-31T22:00,24.8,0.00,9.5,26.4,0.403,88,0.421
2024-05-31T23:00,23.3,2.10,5.9,25.8,0.403,100,0.442
2024-06-01T00:00,23.5,0.10,5.9,25.2,0.403,97,0.442
2024-06-01T01:00,24.8,0.00,8.0,26.2,0.402,94,0.447
2024-06-01T02:00,24.4,0.00,8.4,25.9,0.402,96,0.446
2024-06-01T03:00,24.2,0.00,8.4,25.7,0.403,97,0.446
2024-06-01T04:00,24.6,0.00,9.2,25.6,0.403,96,0.445
2024-06-01T05:00,24.6,0.00,9.3,25.5,0.403,94,0.445
2024-06-01T06:00,24.3,0.00,8.4,25.5,0.403,95,0.444
2024-06-01T07:00,24.7,0.00,8.9,25.5,0.403,92,0.444
2024-06-01T08:00,25.5,0.10,11.3,25.6,0.404,87,0.443
2024-06-01T09:00,26.4,0.10,10.6,26.0,0.404,83,0.444
2024-06-01T10:00,27.6,0.10,9.0,26.5,0.404,76,0.443
2024-06-01T11:00,29.1,0.20,7.3,27.2,0.403,70,0.443
2024-06-01T12:00,30.9,0.10,6.6,28.4,0.403,64,0.441
2024-06-01T13:00,31.4,0.00,4.5,28.5,0.404,59,0.439
2024-06-01T14:00,32.3,0.00,3.9,29.4,0.403,55,0.436
2024-06-01T15:00,32.9,0.00,4.1,30.0,0.403,53,0.434
2024-06-01T16:00,24.5,2.40,12.4,28.9,0.403,93,0.456
2024-06-01T17:00,24.2,2.20,9.2,27.4,0.404,100,0.481
2024-06-01T18:00,25.0,0.20,7.6,26.6,0.405,96,0.479
2024-06-01T19:00,24.8,0.00,8.8,26.1,0.406,94,0.476
2024-06-01T20:00,24.4,0.00,10.0,25.7,0.406,95,0.474
2024-06-01T21:00,24.0,0.00,8.1,25.4,0.407,97,0.471
2024-06-01T22:00,24.0,0.00,9.1,25.2,0.408,96,0.469
2024-06-01T23:00,23.9,0.00,7.4,25.1,0.408,97,0.468
2024-06-02T00:00,24.0,0.00,7.4,25.0,0.409,96,0.466
2024-06-02T01:00,25.4,0.00,11.3,27.4,0.402,88,0.426
2024-06-02T02:00,25.4,0.10,9.5,27.0,0.402,87,0.426
2024-06-02T03:00,25.2,0.00,9.4,26.7,0.402,87,0.426
2024-06-02T04:00,24.6,0.00,7.8,26.4,0.402,89,0.426
2024-06-02T05:00,24.1,0.00,8.0,26.1,0.402,91,0.425
2024-06-02T06:00,24.0,0.00,7.7,25.9,0.402,91,0.425
2024-06-02T07:00,24.6,0.00,7.2,25.8,0.402,87,0.425
2024-06-02T08:00,26.1,0.00,10.0,26.1,0.402,80,0.424
2024-06-02T09:00,27.7,0.10,9.9,26.6,0.402,71,0.424
2024-06-02T10:00,28.7,0.00,7.6,27.2,0.401,67,0.423
2024-06-02T11:00,29.5,0.00,5.6,27.9,0.401,64,0.422
2024-06-02T12:00,31.0,0.00,5.2,28.8,0.401,59,0.421
2024-06-02T13:00,32.0,0.00,1.1,29.5,0.402,55,0.425
2024-06-02T14:00,31.2,0.00,3.3,29.7,0.402,56,0.424
2024-06-02T15:00,32.0,0.10,4.1,30.1,0.401,55,0.423
2024-06-02T16:00,32.6,0.00,6.8,30.5,0.401,52,0.422
2024-06-02T17:00,27.2,3.60,7.2,29.5,0.401,83,0.461
2024-06-02T18:00,26.5,0.00,2.0,28.7,0.402,94,0.460
2024-06-02T19:00,26.2,0.00,8.6,27.9,0.402,90,0.459
2024-06-02T20:00,25.9,0.00,10.4,27.2,0.402,86,0.458
2024-06-02T21:00,25.4,0.00,10.3,26.8,0.403,90,0.456
2024-06-02T22:00,24.9,0.00,7.4,26.5,0.403,91,0.455
2024-06-02T23:00,24.4,0.00,6.8,26.1,0.403,94,0.454
2024-06-03T00:00,24.0,0.00,8.4,25.9,0.404,96,0.453
2024-06-03T01:00,23.9,0.00,7.9,26.5,0.394,96,0.405
2024-06-03T02:00,24.2,0.00,7.7,26.2,0.394,92,0.405
2024-06-03T03:00,24.4,0.00,7.7,26.0,0.394,90,0.405
2024-06-03T04:00,24.4,0.00,6.9,25.9,0.394,90,0.405
2024-06-03T05:00,24.5,0.00,7.9,25.8,0.394,89,0.406
2024-06-03T06:00,24.5,0.00,5.7,25.7,0.394,88,0.406
2024-06-03T07:00,24.8,0.00,4.3,25.7,0.394,87,0.406
2024-06-03T08:00,25.8,0.10,8.1,25.9,0.394,83,0.406
2024-06-03T09:00,26.6,0.20,6.5,26.2,0.394,78,0.407
2024-06-03T10:00,28.0,0.10,3.8,27.0,0.394,74,0.407
2024-06-03T11:00,30.0,0.00,2.7,27.9,0.393,66,0.405
2024-06-03T12:00,31.3,0.00,1.5,28.8,0.393,60,0.404
2024-06-03T13:00,29.7,0.10,1.6,29.0,0.394,62,0.408
2024-06-03T14:00,31.0,0.00,3.8,29.5,0.394,58,0.407
2024-06-03T15:00,31.1,0.00,5.1,29.8,0.393,59,0.406
2024-06-03T16:00,31.4,0.10,1.8,30.1,0.393,57,0.405
2024-06-03T17:00,30.8,0.00,2.4,30.0,0.393,59,0.405
2024-06-03T18:00,29.0,0.00,6.5,29.6,0.393,68,0.404
2024-06-03T19:00,27.5,0.00,7.6,29.0,0.393,75,0.404
2024-06-03T20:00,27.3,0.00,6.3,28.5,0.393,76,0.404
2024-06-03T21:00,26.7,0.00,8.2,28.0,0.393,79,0.404
2024-06-03T22:00,26.4,0.00,7.2,27.8,0.393,81,0.404
2024-06-03T23:00,25.6,0.00,7.1,27.4,0.393,86,0.404
2024-06-04T00:00,25.0,0.00,8.5,27.0,0.393,89,0.404
2024-06-04T01:00,25.2,0.00,10.2,27.4,0.417,89,0.463
2024-06-04T02:00,25.0,0.00,9.1,27.0,0.417,90,0.462
2024-06-04T03:00,24.5,0.00,8.9,26.7,0.417,92,0.461
2024-06-04T04:00,24.3,0.00,7.7,26.4,0.418,93,0.460
2024-06-04T05:00,24.4,0.00,6.8,26.2,0.418,93,0.459
2024-06-04T06:00,24.4,0.00,6.4,26.0,0.418,93,0.458
2024-06-04T07:00,24.9,0.00,8.9,26.0,0.419,90,0.457
2024-06-04T08:00,26.0,0.00,11.4,26.2,0.419,83,0.456
2024-06-04T09:00,27.2,0.00,9.0,26.7,0.419,76,0.455
2024-06-04T10:00,28.5,0.10,5.7,27.3,0.419,71,0.454
2024-06-04T11:00,29.7,0.10,3.5,28.1,0.418,68,0.452
2024-06-04T12:00,31.0,0.00,1.8,29.0,0.418,62,0.450
2024-06-04T13:00,27.1,1.10,3.8,28.0,0.421,83,0.488
2024-06-04T14:00,29.8,0.10,2.3,28.9,0.422,67,0.484
2024-06-04T15:00,31.1,0.00,1.3,29.5,0.422,61,0.480
2024-06-04T16:00,31.1,0.00,1.3,29.9,0.422,60,0.476
2024-06-04T17:00,30.9,0.00,2.5,29.9,0.423,60,0.473
2024-06-04T18:00,29.5,0.00,6.1,29.6,0.423,67,0.471
2024-06-04T19:00,27.6,0.00,12.3,29.0,0.423,72,0.469
2024-06-04T20:00,26.4,0.00,9.7,28.5,0.424,79,0.468
2024-06-04T21:00,26.0,0.00,9.4,28.0,0.424,83,0.466
2024-06-04T22:00,25.5,0.00,9.4,27.5,0.424,86,0.465
2024-06-04T23:00,24.9,0.00,8.6,27.2,0.425,89,0.464
2024-06-05T00:00,24.5,0.00,9.0,26.9,0.425,92,0.463
2024-06-05T01:00,24.0,0.00,8.0,26.9,0.428,94,0.461
2024-06-05T02:00,24.0,0.00,5.6,26.2,0.428,94,0.460
2024-06-05T03:00,23.9,0.80,1.3,25.9,0.429,95,0.465
2024-06-05T04:00,24.0,0.50,6.6,25.5,0.429,96,0.469
2024-06-05T05:00,23.8,0.00,5.1,25.1,0.429,97,0.468
2024-06-05T06:00,23.6,0.00,5.4,24.9,0.430,98,0.467
2024-06-05T07:00,24.0,0.00,6.6,24.9,0.430,98,0.466
2024-06-05T08:00,24.5,0.00,8.9,25.0,0.430,95,0.465
2024-06-05T09:00,25.9,0.00,8.5,25.3,0.430,85,0.464
2024-06-05T10:00,27.3,0.10,7.8,26.0,0.430,77,0.463
2024-06-05T11:00,28.6,0.10,6.3,26.7,0.430,70,0.462
2024-06-05T12:00,29.6,0.00,3.4,27.5,0.430,66,0.460
2024-06-05T13:00,31.1,0.00,2.6,29.0,0.430,63,0.455
2024-06-05T14:00,31.6,0.00,3.1,29.4,0.430,58,0.454
2024-06-05T15:00,31.0,0.00,1.9,29.5,0.430,59,0.452
2024-06-05T16:00,31.9,0.00,0.8,29.9,0.429,55,0.451
2024-06-05T17:00,31.8,0.00,1.1,30.0,0.429,56,0.449
2024-06-05T18:00,29.0,0.20,5.5,29.7,0.429,69,0.450
2024-06-05T19:00,24.9,0.40,5.4,28.5,0.429,92,0.452
2024-06-05T20:00,24.3,1.10,6.4,27.5,0.429,94,0.462
2024-06-05T21:00,23.4,8.80,3.0,26.4,0.451,100,0.509
2024-06-05T22:00,23.5,0.10,2.5,25.8,0.454,99,0.501
2024-06-05T23:00,23.8,0.00,4.1,25.4,0.455,98,0.497
2024-06-06T00:00,23.7,0.00,5.4,25.1,0.456,99,0.493
2024-06-06T01:00,24.5,0.00,7.2,26.4,0.451,99,0.489
2024-06-06T02:00,24.0,0.00,5.9,25.9,0.452,99,0.486
2024-06-06T03:00,23.6,0.00,7.0,25.4,0.452,99,0.484
2024-06-06T04:00,23.5,0.00,7.2,25.1,0.453,99,0.483
2024-06-06T05:00,23.5,0.00,6.1,24.9,0.453,99,0.481
2024-06-06T06:00,23.9,0.00,7.6,24.9,0.453,98,0.480
2024-06-06T07:00,24.2,0.00,9.3,24.9,0.454,97,0.479
2024-06-06T08:00,25.1,0.00,12.3,25.1,0.454,92,0.478
2024-06-06T09:00,26.5,0.10,11.0,25.6,0.454,84,0.477
2024-06-06T10:00,28.1,0.10,10.1,26.4,0.454,75,0.476
2024-06-06T11:00,29.3,0.30,9.9,27.2,0.454,68,0.476
2024-06-06T12:00,30.8,0.20,8.1,28.1,0.453,64,0.475
2024-06-06T13:00,31.6,0.00,8.4,29.0,0.453,58,0.470
2024-06-06T14:00,32.2,0.00,6.9,29.8,0.452,56,0.467
2024-06-06T15:00,32.8,0.00,6.5,30.2,0.452,55,0.465
2024-06-06T16:00,27.8,0.40,14.8,29.9,0.451,72,0.466
2024-06-06T17:00,28.1,0.00,10.8,29.2,0.451,72,0.465
2024-06-06T18:00,27.1,0.00,11.7,28.7,0.451,76,0.465
2024-06-06T19:00,26.5,0.00,9.0,28.1,0.451,80,0.464
